id,name,isApproved,hasBeenWithdrawn
CHEMBL2103872,CEFTOLOZANE,True,False
CHEMBL2103873,MACITENTAN,True,False
CHEMBL2103875,TRAMETINIB,True,False
CHEMBL2103876,MAPRACORAT,False,False
CHEMBL2103877,EFINACONAZOLE,True,False
CHEMBL2103878,ODELEPRAN,False,False
CHEMBL2103879,GANETESPIB,False,False
CHEMBL2103880,CERLAPIRDINE,False,False
CHEMBL2103881,DEXMECAMYLAMINE,False,False
CHEMBL2103882,TIVANTINIB,False,False
CHEMBL2103883,AVATROMBOPAG,True,False
CHEMBL2103884,OPROZOMIB,False,False
CHEMBL2103920,ULARITIDE,False,False
CHEMBL2103929,LYMECYCLINE,True,False
CHEMBL2103945,TEVERELIX,False,False
CHEMBL2103959,GITOFORMATE,False,False
CHEMBL2103975,VAPREOTIDE,False,False
CHEMBL2103979,THYMALFASIN,False,False
CHEMBL2103983,POTASSIUM HYDROXIDE,False,False
CHEMBL2103991,BALAGLITAZONE,False,False
CHEMBL2103996,ADRENALONE,False,False
CHEMBL2104038,CILEXETIL,False,False
CHEMBL2104089,AMBUPHYLLINE,False,False
CHEMBL2104094,CLORIDAROL,False,False
CHEMBL2104095,CHOLINE SALICYLATE,True,False
CHEMBL2104114,CREATINOLFOSFATE,False,False
CHEMBL2104146,CHINIOFON,False,False
CHEMBL2104149,BEZITRAMIDE,False,False
CHEMBL2104153,CYAMEMAZINE,False,False
CHEMBL2104194,ENPROSTIL,False,False
CHEMBL2104200,BUNAFTINE,False,False
CHEMBL2104207,CAFEDRINE,False,False
CHEMBL2104208,EMYLCAMATE,False,False
CHEMBL2104251,ENBUCRILATE,True,False
CHEMBL2104255,BENZOXONIUM CHLORIDE,False,False
CHEMBL2104264,ETAMIPHYLLIN,False,False
CHEMBL2104266,EPICILLIN,False,False
CHEMBL2104273,ETHYBENZTROPINE,False,False
CHEMBL2104282,IMOLAMINE,False,False
CHEMBL2104306,DITAZOLE,False,False
CHEMBL2104318,DIMESNA,False,False
CHEMBL2104325,ISOBROMINDIONE,False,False
CHEMBL2104340,IBACITABINE,False,False
CHEMBL2104345,LETEPRINIM,False,False
CHEMBL2104356,KETAZOLAM,True,False
CHEMBL2104391,INSULIN DETEMIR,True,False
CHEMBL2104398,ISOMALT,False,False
CHEMBL2104402,ELCATONIN,False,False
CHEMBL2104404,EMODEPSIDE,False,False
CHEMBL2104406,BIRICODAR DICITRATE,False,False
CHEMBL2104414,MOTEXAFIN,False,False
CHEMBL2104415,MOXIDECTIN,True,False
CHEMBL2104445,TRITOQUALINE,True,False
CHEMBL2104462,MEPIXANOX,False,False
CHEMBL2104482,TUCARESOL,False,False
CHEMBL2104496,THIAMINE MONONITRATE,False,False
CHEMBL2104519,XIBORNOL,False,False
CHEMBL2104521,CICLONICATE,False,False
CHEMBL2104523,CINITAPRIDE,False,False
CHEMBL2104574,ECRAPROST,False,False
CHEMBL2104585,ECABET,False,False
CHEMBL2104591,FEDRILATE,False,False
CHEMBL2104607,NIKETHAMIDE,True,False
CHEMBL2104608,CYFLUTHRIN,False,False
CHEMBL2104612,MITOLACTOL,False,False
CHEMBL2104688,TIROPRAMIDE,False,False
CHEMBL2104700,MOPERONE,False,False
CHEMBL2104708,MELDONIUM,False,False
CHEMBL2104722,PICLOXYDINE,False,False
CHEMBL2104734,OXOMEMAZINE,False,False
CHEMBL2104745,PAGOCLONE,False,False
CHEMBL2104751,THEBACON,False,False
CHEMBL2104753,RIVOGLITAZONE,False,False
CHEMBL2104765,TRIMEGESTONE,False,False
CHEMBL2104769,RACLOPRIDE C 11,False,False
CHEMBL2104786,PANTETHINE,False,False
CHEMBL2104788,IMIDAZOLE SALICYLATE,False,False
CHEMBL2104790,MEPHENOXALONE,False,False
CHEMBL2104797,TIEMONIUM IODIDE,False,False
CHEMBL2104824,INDANAZOLINE,False,False
CHEMBL2104840,PENTALYTE,False,False
CHEMBL2104859,PIRISUDANOL,False,False
CHEMBL2104900,PIPAZETHATE,False,False
CHEMBL2104906,NANDROLONE CYCLOTATE,False,False
CHEMBL2104907,FENOZOLONE,False,False
CHEMBL2104910,SULFADICRAMIDE,False,False
CHEMBL2104921,SULFAMAZONE,False,False
CHEMBL2104932,FLUMEDROXONE,False,False
CHEMBL2104940,VIMINOL,False,False
CHEMBL2104955,BECOCALCIDIOL,False,False
CHEMBL2104956,BEMOTRIZINOL,False,False
CHEMBL2104957,BISOCTRIZOLE,False,False
CHEMBL2104962,DENAGLIPTIN TOSYLATE,False,False
CHEMBL2104967,FIRATEGRAST,False,False
CHEMBL2104969,GIRIPLADIB,False,False
CHEMBL2104970,INCYCLINIDE,False,False
CHEMBL2104979,PERFLUBUTANE,False,False
CHEMBL2104981,RILAPLADIB,False,False
CHEMBL2104984,SODELGLITAZAR,False,False
CHEMBL2104985,TALOTREXIN AMMONIUM,False,False
CHEMBL2104986,TEDATIOXETINE,False,False
CHEMBL2104987,TEDUGLUTIDE,True,False
CHEMBL2104988,TIPELUKAST,False,False
CHEMBL2104993,VORTIOXETINE,True,False
CHEMBL2105002,ISOAMINILE,True,False
CHEMBL2105039,HISTAPYRRODINE,False,False
CHEMBL2105040,DIMETOFRINE,False,False
CHEMBL2105053,DROXYPROPINE,False,False
CHEMBL2105059,MORNIFLUMATE,False,False
CHEMBL2105060,MOXAVERINE,False,False
CHEMBL2105075,FLOCTAFENINE,False,False
CHEMBL2105080,GEDOCARNIL,False,False
CHEMBL2105085,GEFARNATE,False,False
CHEMBL2105097,GUACETISAL,False,False
CHEMBL2105107,INECALCITOL,False,False
CHEMBL2105131,MEFRUSIDE,True,False
CHEMBL2105148,NEPINALONE,False,False
CHEMBL2105158,MORCLOFONE,False,False
CHEMBL2105161,NICOBOXIL,False,False
CHEMBL2105167,MEPROTIXOL,False,False
CHEMBL2105187,MAZATICOL,False,False
CHEMBL2105212,MEBUTIZIDE,False,False
CHEMBL2105224,PHOLCODINE,True,False
CHEMBL2105242,MELADRAZINE,False,False
CHEMBL2105294,OMEPRAZOLE SODIUM,False,False
CHEMBL2105302,PRENOXDIAZINE,False,False
CHEMBL2105322,RITIOMETAN,False,False
CHEMBL2105338,PENTIFYLLINE,False,False
CHEMBL2105348,RANIMUSTINE,False,False
CHEMBL2105359,PREDNYLIDENE,False,False
CHEMBL2105372,ROCIVERINE,False,False
CHEMBL2105373,PREGNENOLONE SUCCINATE,False,False
CHEMBL2105394,PROMESTRIENE,False,False
CHEMBL2105395,OSPEMIFENE,True,False
CHEMBL2105399,SULFAMOXOLE,False,False
CHEMBL2105401,TIOCLOMAROL,False,False
CHEMBL2105420,TAUROLIDINE,True,False
CHEMBL2105435,SIMFIBRATE,False,False
CHEMBL2105456,BUMADIZONE,False,False
CHEMBL2105458,THENALIDINE,True,True
CHEMBL2105467,TEZACITABINE,False,False
CHEMBL2105497,ZIPEPROL,False,False
CHEMBL2105499,SULFAPERIN,False,False
CHEMBL2105505,SEQUIFENADINE,False,False
CHEMBL2105534,ZOLIMIDINE,False,False
CHEMBL2105581,VERALIPRIDE,True,True
CHEMBL2105606,DESASPIDIN,False,False
CHEMBL2105611,TACALCITOL,True,False
CHEMBL2105612,PROPICILLIN,True,False
CHEMBL2105613,DIVALPROEX SODIUM,True,False
CHEMBL2105616,SPAGLUMIC ACID,False,False
CHEMBL2105630,ALVESPIMYCIN HYDROCHLORIDE,False,False
CHEMBL2105631,BUDIODARONE,False,False
CHEMBL2105634,COLENEURAMIDE,False,False
CHEMBL2105635,DAVALINTIDE,False,False
CHEMBL2105637,DELAFLOXACIN,True,False
CHEMBL2105638,DELAFLOXACIN MEGLUMINE,True,False
CHEMBL2105639,DIRUCOTIDE,False,False
CHEMBL2105643,FOSBRETABULIN TROMETHAMINE,False,False
CHEMBL2105646,LARAZOTIDE,False,False
CHEMBL2105648,PALOVAROTENE,True,False
CHEMBL2105656,TELCAGEPANT POTASSIUM,False,False
CHEMBL2105659,VARESPLADIB METHYL,False,False
CHEMBL2105661,LITRONESIB,False,False
CHEMBL2105662,LOMITAPIDE MESYLATE,True,False
CHEMBL2105664,TECARFARIN,False,False
CHEMBL2105665,ELACYTARABINE,False,False
CHEMBL2105666,TENIFATECAN,False,False
CHEMBL2105667,ORVEPITANT,False,False
CHEMBL2105668,ORVEPITANT MALEATE,False,False
CHEMBL2105669,TEDIZOLID PHOSPHATE,True,False
CHEMBL2105671,AFEGOSTAT TARTRATE,False,False
CHEMBL2105675,TAFAMIDIS MEGLUMINE,True,False
CHEMBL2105676,TECARFARIN SODIUM,False,False
CHEMBL2105680,RIFAMYCIN SODIUM,True,False
CHEMBL2105681,SAPACITABINE,False,False
CHEMBL2105682,EDOXABAN TOSYLATE,True,False
CHEMBL2105683,NAPROXEN ETEMESIL,False,False
CHEMBL2105684,SELUMETINIB SULFATE,True,False
CHEMBL2105686,CENICRIVIROC MESYLATE,False,False
CHEMBL2105687,DEXPRAMIPEXOLE DIHYDROCHLORIDE,False,False
CHEMBL2105689,LULICONAZOLE,True,False
CHEMBL2105694,TELAPRISTONE ACETATE,False,False
CHEMBL2105695,TELOTRISTAT ETHYL,True,False
CHEMBL2105698,ALVOCIDIB HYDROCHLORIDE,False,False
CHEMBL2105700,BEDAQUILINE FUMARATE,True,False
CHEMBL2105704,LENVATINIB MESYLATE,True,False
CHEMBL2105705,LUNACALCIPOL,False,False
CHEMBL2105708,PONATINIB HYDROCHLORIDE,True,False
CHEMBL2105709,QUIZARTINIB DIHYDROCHLORIDE,True,False
CHEMBL2105711,TOFOGLIFLOZIN,True,False
CHEMBL2105712,AFATINIB DIMALEATE,True,False
CHEMBL2105717,CABOZANTINIB,True,False
CHEMBL2105719,DACOMITINIB,True,False
CHEMBL2105720,LESINURAD,True,False
CHEMBL2105721,NIVOCASAN,False,False
CHEMBL2105728,CRENOLANIB,False,False
CHEMBL2105729,DABRAFENIB MESYLATE,True,False
CHEMBL2105731,ENCALERET SULFATE,False,False
CHEMBL2105732,LEVOMILNACIPRAN HYDROCHLORIDE,True,False
CHEMBL2105733,RUCAPARIB PHOSPHATE,False,False
CHEMBL2105734,SEPANTRONIUM BROMIDE,False,False
CHEMBL2105735,ASUNAPREVIR,True,False
CHEMBL2105736,EPELSIBAN BESYLATE,False,False
CHEMBL2105737,SONIDEGIB,True,False
CHEMBL2105738,GALETERONE,False,False
CHEMBL2105740,SITAXENTAN SODIUM,True,True
CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,True,False
CHEMBL2105743,OLODATEROL HYDROCHLORIDE,True,False
CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,True,False
CHEMBL2105747,TOZADENANT,False,False
CHEMBL2105748,PRUCALOPRIDE SUCCINATE,True,False
CHEMBL2105749,SAMIDORPHAN L-MALATE,True,False
CHEMBL2105750,SOVAPREVIR,False,False
CHEMBL2105753,DEXMECAMYLAMINE HYDROCHLORIDE,False,False
CHEMBL2105754,TRELAGLIPTIN SUCCINATE,True,False
CHEMBL2105755,NALDEMEDINE,True,False
CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,True,False
CHEMBL2105758,AVATROMBOPAG MALEATE,True,False
CHEMBL2105759,BARICITINIB,True,False
CHEMBL2105760,BREXPIPRAZOLE,True,False
CHEMBL2105762,OMARIGLIPTIN,True,False
CHEMBL2105763,QUISINOSTAT,False,False
CHEMBL2105764,PATIDEGIB HYDROCHLORIDE,False,False
CHEMBL2105801,CELGOSIVIR HYDROCHLORIDE,False,False
CHEMBL2105804,IMPLITAPIDE,False,False
CHEMBL2105825,PROGLUMETACIN,False,False
CHEMBL2105829,MODIPAFANT,False,False
CHEMBL2105834,OCTREOTIDE PAMOATE,False,False
CHEMBL2105842,CORTIVAZOL,True,False
CHEMBL2105845,VALOMACICLOVIR STEARATE,False,False
CHEMBL2105857,AFELETECAN,False,False
CHEMBL2105862,ISEGANAN HYDROCHLORIDE,False,False
CHEMBL2105864,LABRADIMIL,False,False
CHEMBL2105872,IBUTAMOREN MESYLATE,False,False
CHEMBL2105890,MITEMCINAL FUMARATE,False,False
CHEMBL2105902,BATABULIN SODIUM,False,False
CHEMBL2105907,AZIDOCILLIN,False,False
CHEMBL2105910,BENPROPERINE,False,False
CHEMBL2105935,CHOLINE BITARTRATE,False,False
CHEMBL2105949,ARZOXIFENE HYDROCHLORIDE,False,False
CHEMBL2105950,AMOXICILLIN SODIUM,True,False
CHEMBL2105953,CEFTERAM,False,False
CHEMBL2105965,ACOLBIFENE HYDROCHLORIDE,False,False
CHEMBL2105967,ADELMIDROL,False,False
CHEMBL2105977,CIMETROPIUM BROMIDE,False,False
CHEMBL2105983,AMINOSALICYLATE CALCIUM,False,False
CHEMBL2105987,ATAMESTANE,False,False
CHEMBL2106004,BISOXATIN ACETATE,False,False
CHEMBL2106049,"CHARCOAL, ACTIVATED",False,False
CHEMBL2106060,BEVANTOLOL HYDROCHLORIDE,False,False
CHEMBL2106065,CLAMOXYQUIN HYDROCHLORIDE,False,False
CHEMBL2106068,ATRASENTAN HYDROCHLORIDE,False,False
CHEMBL2106071,CLOMOCYCLINE,False,False
CHEMBL2106083,BIBENZONIUM BROMIDE,False,False
CHEMBL2106085,CLORAZEPATE MONOPOTASSIUM,False,False
CHEMBL2106111,CALCIUM LACTATE,True,False
CHEMBL2106119,CALCIUM GLUCONATE,True,False
CHEMBL2106123,CALCIUM CITRATE,True,False
CHEMBL2106124,CALCIUM GLYCEROPHOSPHATE,False,False
CHEMBL2106167,CLOREXOLONE,False,False
CHEMBL2106179,FASORACETAM,False,False
CHEMBL2106186,FENQUIZONE,False,False
CHEMBL2106191,CALCIUM DOBESILATE,True,False
CHEMBL2106195,DEXMEDETOMIDINE HYDROCHLORIDE,True,False
CHEMBL2106198,BUSERELIN ACETATE,False,False
CHEMBL2106217,FENFLURAMINE HYDROCHLORIDE,True,True
CHEMBL2106227,ETIFOXINE,False,False
CHEMBL2106238,ETHYL LINOLEATE,False,False
CHEMBL2106261,ETHYL BISCOUMACETATE,False,False
CHEMBL2106325,DIMEMORFAN,False,False
CHEMBL2106370,ILAPRAZOLE,False,False
CHEMBL2106388,CALCIUM HYDROXIDE,True,False
CHEMBL2106403,FLURITHROMYCIN,False,False
CHEMBL2106406,DERSALAZINE,False,False
CHEMBL2106424,MECRYLATE,False,False
CHEMBL2106439,PIPOTIAZINE PALMITATE,True,False
CHEMBL2106467,TYMAZOLINE,False,False
CHEMBL2106483,VILOXAZINE HYDROCHLORIDE,True,False
CHEMBL2106489,WATER O 15,False,False
CHEMBL2106499,VALTORCITABINE,False,False
CHEMBL210651,APRICITABINE,False,False
CHEMBL2106548,CLOMETOCILLIN,False,False
CHEMBL2106561,CADRALAZINE,False,False
CHEMBL2106566,"CALCIUM PHOSPHATE, TRIBASIC",False,False
CHEMBL2106572,CALDARET,False,False
CHEMBL2106613,ANECORTAVE ACETATE,False,False
CHEMBL2106615,BAZEDOXIFENE ACETATE,True,False
CHEMBL2106618,GLISOXEPIDE,False,False
CHEMBL2106622,LIOTHYRONINE I 131,False,False
CHEMBL2106627,DIACETYLMORPHINE HYDROCHLORIDE,True,False
CHEMBL2106633,MAGNESIUM STEARATE,False,False
CHEMBL2106643,MYCOPHENOLATE SODIUM,True,False
CHEMBL2106650,MOSAPRAMINE,False,False
CHEMBL2106660,ACEFYLLINE PIPERAZINE,True,False
CHEMBL2106667,AMEZINIUM METILSULFATE,False,False
CHEMBL2106780,ITRAMIN TOSYLATE,False,False
CHEMBL2106794,NAFTAZONE,True,False
CHEMBL2106798,NERAMEXANE MESYLATE,False,False
CHEMBL2106822,NIZOFENONE,False,False
CHEMBL2106851,NICOMORPHINE,False,False
CHEMBL2106939,POLIHEXANIDE,True,False
CHEMBL2106966,PIKETOPROFEN,False,False
CHEMBL2106968,MESULFEN,False,False
CHEMBL2106975,POTASSIUM BICARBONATE,True,False
CHEMBL2106978,POTASSIUM GLUCONATE,True,False
CHEMBL2106988,PENAMECILLIN,True,False
CHEMBL2106991,RALURIDINE,False,False
CHEMBL2106996,OXAFLOZANE,False,False
CHEMBL2106997,PROXAZOLE,False,False
CHEMBL2107011,OXYPERTINE,True,False
CHEMBL2107027,SALCAPROZATE SODIUM,False,False
CHEMBL2107062,PHENETURIDE,True,False
CHEMBL2107065,TIBEZONIUM IODIDE,False,False
CHEMBL2107067,TESTOSTERONE UNDECANOATE,True,False
CHEMBL2107073,SANFETRINEM CILEXETIL,False,False
CHEMBL2107085,TOCLADESINE,False,False
CHEMBL2107112,TIXOCORTOL PIVALATE,False,False
CHEMBL2107123,OGLUFANIDE DISODIUM,False,False
CHEMBL2107143,GLUFOSFAMIDE,False,False
CHEMBL2107175,RANELIC ACID,True,False
CHEMBL2107212,IOBITRIDOL,False,False
CHEMBL2107254,CLOXAZOLAM,False,False
CHEMBL2107261,TOLPROPAMINE,False,False
CHEMBL2107294,TROPATEPINE,False,False
CHEMBL2107301,VALOMACICLOVIR,False,False
CHEMBL2107308,ACOTIAMIDE HYDROCHLORIDE,False,False
CHEMBL2107309,ALAGEBRIUM CHLORIDE,False,False
CHEMBL2107312,ARBACLOFEN PLACARBIL,False,False
CHEMBL2107313,BECATECARIN,False,False
CHEMBL2107315,BELOTECAN HYDROCHLORIDE,False,False
CHEMBL2107319,CANFOSFAMIDE HYDROCHLORIDE,False,False
CHEMBL2107324,CORTICORELIN ACETATE,False,False
CHEMBL2107328,DASOLAMPANEL ETIBUTIL,False,False
CHEMBL2107331,DEXTOFISOPAM,False,False
CHEMBL2107333,DIMETHYL FUMARATE,True,False
CHEMBL2107334,DISUFENTON SODIUM,False,False
CHEMBL2107337,ENZASTAURIN HYDROCHLORIDE,False,False
CHEMBL2107339,ESMIRTAZAPINE MALEATE,False,False
CHEMBL2107341,FISPEMIFENE,False,False
CHEMBL2107349,LECOZOTAN HYDROCHLORIDE,False,False
CHEMBL2107350,LEVAMLODIPINE MALATE,False,False
CHEMBL2107354,MIFAMURTIDE,True,False
CHEMBL2107355,MIGALASTAT HYDROCHLORIDE,True,False
CHEMBL2107357,MOTESANIB DIPHOSPHATE,False,False
CHEMBL2107358,OBATOCLAX MESYLATE,False,False
CHEMBL2107359,PAFURAMIDINE MALEATE,False,False
CHEMBL2107360,PALIPERIDONE PALMITATE,True,False
CHEMBL2107361,PELITREXOL,False,False
CHEMBL2107366,REZATOMIDINE,False,False
CHEMBL2107369,RUSALATIDE ACETATE,False,False
CHEMBL2107371,SELODENOSON,False,False
CHEMBL2107372,SIMOTAXEL,False,False
CHEMBL2107375,TARIBAVIRIN HYDROCHLORIDE,False,False
CHEMBL2107376,TASIDOTIN HYDROCHLORIDE,False,False
CHEMBL2107378,TEDISAMIL SESQUIFUMARATE,False,False
CHEMBL2107381,URIDINE TRIACETATE,True,False
CHEMBL2107383,VERNAKALANT HYDROCHLORIDE,True,False
CHEMBL2107384,VICRIVIROC MALEATE,False,False
CHEMBL2107386,VORAPAXAR SULFATE,True,False
CHEMBL2107387,VORTIOXETINE HYDROBROMIDE,True,False
CHEMBL2107455,IGURATIMOD,False,False
CHEMBL2107456,LIMAPROST,False,False
CHEMBL2107457,ITOPRIDE,False,False
CHEMBL2107486,TEBIPENEM PIVOXIL,False,False
CHEMBL2107489,SULFATHIOUREA,False,False
CHEMBL2107529,SUCRALOSE,False,False
CHEMBL2107546,BUCINDOLOL HYDROCHLORIDE,False,False
CHEMBL2107549,BINDARIT,False,False
CHEMBL2107553,TERIZIDONE,False,False
CHEMBL2107574,TIMEPIDIUM BROMIDE,False,False
CHEMBL2107583,ERYTHRITYL TETRANITRATE,False,False
CHEMBL2107608,THEODRENALINE,False,False
CHEMBL2107611,SODIUM SULFIDE,False,False
CHEMBL2107614,ETIPREDNOL DICLOACETATE,False,False
CHEMBL2107636,CEFAZEDONE,False,False
CHEMBL2107691,EPROZINOL,False,False
CHEMBL2107720,KEBUZONE,False,False
CHEMBL2107723,ACOTIAMIDE,False,False
CHEMBL2107726,ARIMOCLOMOL,False,False
CHEMBL2107729,ATACIGUAT,False,False
CHEMBL2107743,EDRATIDE,False,False
CHEMBL2107756,LEMUTEPORFIN,False,False
CHEMBL2107757,MANITIMUS,False,False
CHEMBL2107759,MILATAXEL,False,False
CHEMBL2107760,NEBENTAN,False,False
CHEMBL2107762,NERISPIRDINE,False,False
CHEMBL2107763,ODIPARCIL,False,False
CHEMBL2107767,PALIRODEN,False,False
CHEMBL2107771,RALFINAMIDE,False,False
CHEMBL2107772,RIMACALIB,False,False
CHEMBL2107773,RITOBEGRON,False,False
CHEMBL2107777,SATAVAPTAN,False,False
CHEMBL2107779,SEMAPIMOD,False,False
CHEMBL2107781,SODIUM TARTRATE,False,False
CHEMBL2107784,TASQUINIMOD,False,False
CHEMBL2107787,TESETAXEL,False,False
CHEMBL2107792,VALATEGRAST,False,False
CHEMBL2107797,NORGESTREL,True,False
CHEMBL2107801,RESEQUINIL,False,False
CHEMBL2107802,RIMEPORIDE,False,False
CHEMBL2107806,TALAPORFIN SODIUM,False,False
CHEMBL2107811,ZABOFLOXACIN,False,False
CHEMBL2107815,TREPROSTINIL DIOLAMINE,True,False
CHEMBL2107816,RADIUM RA 223 DICHLORIDE,True,False
CHEMBL2107817,AVIBACTAM SODIUM,True,False
CHEMBL2107818,ALDOXORUBICIN,False,False
CHEMBL2107819,BELNACASAN,False,False
CHEMBL2107820,DELPARANTAG,False,False
CHEMBL2107821,EMIXUSTAT,False,False
CHEMBL2107822,FILOREXANT,False,False
CHEMBL2107823,GANDOTINIB,False,False
CHEMBL2107825,TENOFOVIR ALAFENAMIDE,True,False
CHEMBL2107826,VIBEGRON,True,False
CHEMBL2107827,ALDOXORUBICIN HYDROCHLORIDE,False,False
CHEMBL2107830,EMPAGLIFLOZIN,True,False
CHEMBL2107831,LUSUTROMBOPAG,True,False
CHEMBL2107832,PIMASERTIB,False,False
CHEMBL2107834,RIOCIGUAT,True,False
CHEMBL2107840,PATIROMER CALCIUM,True,False
CHEMBL2107841,ALBIGLUTIDE,True,False
CHEMBL2107842,ALBINTERFERON ALFA-2B,False,False
CHEMBL2107845,CARLECORTEMCEL-L,False,False
CHEMBL2107846,DULANERMIN,False,False
CHEMBL2107855,DENENICOKIN,False,False
CHEMBL2107856,IMETELSTAT,False,False
CHEMBL2107857,METRELEPTIN,True,False
CHEMBL2107858,MYELOPEROXIDASE,False,False
CHEMBL2107859,ROZROLIMUPAB,False,False
CHEMBL2107860,TASPOGLUTIDE,False,False
CHEMBL2107861,ZALUTUMUMAB,False,False
CHEMBL2107862,RINTATOLIMOD,False,False
CHEMBL2107863,RINDOPEPIMUT,False,False
CHEMBL2107866,PEGINESATIDE,False,False
CHEMBL2107867,CENPLACEL-L,False,False
CHEMBL2107869,INSULIN DEGLUDEC,True,False
CHEMBL2107870,PEGNIVACOGIN,False,False
CHEMBL2107872,DELCASERTIB,False,False
CHEMBL2107873,VONICOG ALFA,True,False
CHEMBL2107874,ROMOSOZUMAB,True,False
CHEMBL2107875,PATIROMER,False,False
CHEMBL2107877,BLISIBIMOD,False,False
CHEMBL2107881,REGRAMOSTIM,False,False
CHEMBL2107882,RELAXIN,False,False
CHEMBL2107883,REPAGERMANIUM,False,False
CHEMBL2107884,RESLIZUMAB,True,False
CHEMBL2107885,RETEPLASE,True,False
CHEMBL2107886,REVIPARIN SODIUM,True,False
CHEMBL2107891,TASONERMIN,True,False
CHEMBL2107906,PLAGUE VACCINE,False,False
CHEMBL2107909,RABIES VACCINE,False,False
CHEMBL2107910,OLIVE OIL,True,False
CHEMBL2107911,ONERCEPT,False,False
CHEMBL2107913,OPEBACAN,False,False
CHEMBL2107914,OPIUM,False,False
CHEMBL2107917,OREGOVOMAB,False,False
CHEMBL2107927,NUX VOMICA EXTRACT,False,False
CHEMBL2107935,LYSOZYME CHLORIDE,False,False
CHEMBL2107951,MALTODEXTRIN,True,False
CHEMBL2107960,"POISON IVY EXTRACT, ALUM PRECIPITATED",False,False
CHEMBL2107962,POLIOVIRUS VACCINE INACTIVATED,False,False
CHEMBL2107966,POLYGLYCONATE,False,False
CHEMBL2107979,PEXELIZUMAB,False,False
CHEMBL2107991,"GELATIN SPONGE, ABSORBABLE",True,False
CHEMBL2107997,SIZOFIRAN,False,False
CHEMBL2108015,VITAMIN B COMPLEX,False,False
CHEMBL2108018,ADECATUMUMAB,False,False
CHEMBL2108020,BCG LIVE,False,False
CHEMBL2108021,BESILESOMAB,True,False
CHEMBL2108027,DULAGLUTIDE,True,False
CHEMBL2108029,ERTUMAXOMAB,False,False
CHEMBL2108030,EXBIVIRUMAB,False,False
CHEMBL2108031,GALGENPROSTUCEL-L,False,False
CHEMBL2108034,IBOCTADEKIN,False,False
CHEMBL2108035,INCOBOTULINUMTOXINA,True,False
CHEMBL2108038,MATUZUMAB,False,False
CHEMBL2108041,OCRELIZUMAB,True,False
CHEMBL2108042,PAGIBAXIMAB,False,False
CHEMBL2108046,REMESTEMCEL-L,False,False
CHEMBL2108047,RINFABATE,False,False
CHEMBL2108051,STAMULUMAB,False,False
CHEMBL2108052,"STARCH, CORN",False,False
CHEMBL2108054,TADEKINIG ALFA,False,False
CHEMBL2108056,TORAPSEL,False,False
CHEMBL2108058,VANUTIDE CRIDIFICAR,False,False
CHEMBL2108059,VELAFERMIN,False,False
CHEMBL2108060,VITESPEN,False,False
CHEMBL2108061,VOLOCIXIMAB,False,False
CHEMBL2108063,ZANOLIMUMAB,False,False
CHEMBL2108064,CEPEGINTERFERON ALFA-2B,False,False
CHEMBL2108074,PANCRELIPASE,True,False
CHEMBL2108076,PARAFFIN,False,False
CHEMBL2108078,PARATHYROID HORMONE,True,False
CHEMBL2108080,PARNAPARIN SODIUM,False,False
CHEMBL2108081,TRAFERMIN,False,False
CHEMBL2108085,SULGLICOTIDE,False,False
CHEMBL2108086,SULODEXIDE,False,False
CHEMBL2108102,ST. JOHN'S WORT,False,False
CHEMBL2108106,TOCOFERSOLAN,True,False
CHEMBL2108110,THROMBIN,True,False
CHEMBL2108113,SESAME OIL,False,False
CHEMBL2108119,PASCOLIZUMAB,False,False
CHEMBL2108126,PSYLLIUM HUSK,False,False
CHEMBL2108129,SARUPLASE,True,False
CHEMBL2108130,PLANTAGO SEED,False,False
CHEMBL2108131,PLASMINOGEN,False,False
CHEMBL2108133,POLIGLUSAM,False,False
CHEMBL2108134,POLOXAMER,False,False
CHEMBL2108135,POLYGELINE,False,False
CHEMBL2108139,POVIDONE,True,True
CHEMBL2108147,STREPTOKINASE,True,False
CHEMBL2108157,VOTUMUMAB,True,False
CHEMBL2108161,TUBERCULIN,False,False
CHEMBL2108163,ULINASTATIN,False,False
CHEMBL2108165,VALERIAN,False,False
CHEMBL2108170,AVISCUMINE,False,False
CHEMBL2108171,ABETIMUS,False,False
CHEMBL2108172,ACACIA,False,False
CHEMBL2108175,ANTIHEMOPHILIC FACTOR,False,False
CHEMBL2108183,CRILANOMER,False,False
CHEMBL2108184,CROFELEMER,True,False
CHEMBL2108185,CORIFOLLITROPIN ALFA,True,False
CHEMBL2108195,"BLOOD CELLS, RED",False,False
CHEMBL2108197,DEXTRIN,False,False
CHEMBL2108200,DIMETHICONE,True,False
CHEMBL2108201,DEXTRANOMER,True,False
CHEMBL2108209,LENTINAN,False,False
CHEMBL2108210,LAVENDER OIL,False,False
CHEMBL2108214,AGALSIDASE ALFA,True,False
CHEMBL2108221,ALOE,False,False
CHEMBL2108222,ALOXIPRIN,True,False
CHEMBL2108232,COAL TAR,True,False
CHEMBL2108233,COCOA,False,False
CHEMBL2108236,CAPSICUM,True,False
CHEMBL2108237,CAPSICUM OLEORESIN,False,False
CHEMBL2108239,CILMOSTIM,False,False
CHEMBL2108241,COLEXTRAN,False,False
CHEMBL2108243,CORN OIL,False,False
